,returns,garch_rolling_95_t,garch_rolling_99_t,garch_rolling_95_n,garch_rolling_99_n
2007-03-01,-0.2597805977300521,-1.4127632064778746,-2.273421056473259,-1.3660027004754611,-1.9486725801808322
2007-03-02,-1.1468261829749615,-1.355812246097594,-2.186791312951882,-1.3137932548386377,-1.8738645589860277
2007-03-05,-0.9452209514841424,-1.3899906918492624,-2.2351713097992865,-1.3337562527223683,-1.9017038613481339
2007-03-06,1.5374780717887004,-1.3928403185987583,-2.23811513477002,-1.3287496223415278,-1.8946427349245123
2007-03-07,-0.2468314486799026,-1.4757432566948319,-2.3733127699479746,-1.3935966561022688,-1.9880205625265692
2007-03-08,0.7101347730782964,-1.4091490099297896,-2.2661667804286614,-1.3362612524820068,-1.9067198443880997
2007-03-09,0.0677392272920847,-1.3755138258130264,-2.216886230428203,-1.3052789544481143,-1.8636745691066505
2007-03-12,0.2676698622496704,-1.3168560737893027,-2.125508691934473,-1.256744463237322,-1.794691621518563
2007-03-13,-2.057857550740609,-1.2676459656034091,-2.0532429472095535,-1.2156343059530967,-1.7370912071145188
2007-03-14,0.666888016495876,-1.46286271704415,-2.376903889920727,-1.3841658945687887,-1.9752271840918645
2007-03-15,0.3676979959512594,-1.4183297266736294,-2.301383600575963,-1.345418600836841,-1.920602998636279
2007-03-16,-0.3835655701215665,-1.3616606463837448,-2.20880567666295,-1.2979279407095152,-1.8536059359979669
2007-03-19,1.0835569042727349,-1.3176401035333865,-2.139458081559899,-1.2601454199906506,-1.8002083095480534
2007-03-20,0.6313481911504475,-1.3292498647364468,-2.162663997877199,-1.2671177365701618,-1.8112834338874222
2007-03-21,1.6936643202980273,-1.294270421529207,-2.1025512323227757,-1.238587451716038,-1.771166621962183
2007-03-22,-0.0348483047308206,-1.3875616500587546,-2.2484840500878254,-1.3180281650485535,-1.8845294261844947
2007-03-23,0.109379160276004,-1.3299810987089662,-2.1552870740283643,-1.2699896151399455,-1.8164474669451736
